,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,CLASSY TRADE OY,20.01.2016,
1,Y-tunnus,2734586-9,,
2,Kotipaikka,Espoo,20.01.2016,
3,Yritysmuoto,Osakeyhtiö,20.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2016,,
6,Lakkaamisajankohta,20.09.2018,20.09.2018,
7,Viimeisin rekisteröintiajankohta,20.09.2018,20.09.2018,
8,Yrityksen tiedot järjestelmässä alkaen,20.01.2016,,
9,Yrityksen tila,Lakannut,20.09.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
