,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,TANAHUN OY,24.03.2015,
1,Y-tunnus,2674146-4,,
2,Kotipaikka,Kuopio,24.03.2015,
3,Yritysmuoto,Osakeyhtiö,24.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.03.2015,,
6,Lakkaamisajankohta,28.08.2017,28.08.2017,
7,Viimeisin rekisteröintiajankohta,28.08.2017,28.08.2017,
8,Yrityksen tiedot järjestelmässä alkaen,24.03.2015,,
9,Yrityksen tila,Lakannut,28.08.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
