,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,NTG Road Oy,20.04.2015,
1,Y-tunnus,2686142-3,,
2,Kotipaikka,Vantaa,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Lakkaamisajankohta,31.12.2018,31.12.2018,
7,Viimeisin rekisteröintiajankohta,27.04.2019,27.04.2019,
8,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
9,Yrityksen tila,Lakannut,31.12.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
