,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Soilu Oy,01.08.2015,
1,Y-tunnus,2699248-2,,
2,Kotipaikka,Joutsa,01.08.2015,
3,Yritysmuoto,Osakeyhtiö,01.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.08.2015,,
6,Viimeisin rekisteröintiajankohta,22.11.2022,22.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.08.2015,,
8,Yrityksen tila,Rekisterissä,01.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.03.2020,
11,Yhteystiedot,,02.07.2015,
12,Postiosoite,Korpilahdentie 226  19650  Joutsa  Suomi,,
13,Puhelin,0400863050,,
14,Sähköposti,heikkisoilu(a)gmail.com,,
