,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nutnut Oy,25.01.2016,
1,Y-tunnus,2738451-8,,
2,Kotipaikka,Helsinki,25.01.2016,
3,Yritysmuoto,Osakeyhtiö,25.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.01.2016,,
6,Lakkaamisajankohta,01.09.2020,01.09.2020,
7,Viimeisin rekisteröintiajankohta,01.09.2020,01.09.2020,
8,Yrityksen tiedot järjestelmässä alkaen,25.01.2016,,
9,Yrityksen tila,Lakannut,01.09.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
