,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maaverkko Kiinteistöt Oy,12.11.2015,
1,Y-tunnus,2714253-5,,
2,Kotipaikka,Outokumpu,12.11.2015,
3,Yritysmuoto,Osakeyhtiö,12.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.11.2015,,
6,Viimeisin rekisteröintiajankohta,06.04.2023,06.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,12.11.2015,,
8,Yrityksen tila,Rekisterissä,12.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.01.2022,
11,Yhteystiedot,,04.01.2022,
12,Postiosoite,Vakka-ahontie 10  83500  Outokumpu  Suomi,,
13,Käyntiosoite,Asevelitie 3  83500  Outokumpu  Suomi,,
14,Puhelin,0432180223,,
15,Sähköposti,mikko.kinnunen(a)maaverkko.fi,,
