,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kinnalan Peruna Oy,28.08.2015,
1,Y-tunnus,2705868-3,,
2,Kotipaikka,Hattula,28.08.2015,
3,Yritysmuoto,Osakeyhtiö,28.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.08.2015,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.08.2015,,
8,Yrityksen tila,Rekisterissä,28.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.12.2020,
11,Yhteystiedot,,21.08.2015,
12,Postiosoite,Kinnalanraitti 1  13720  Parola  Suomi,,
13,Puhelin,+358408306843,,
14,Sähköposti,heikki.lotti(a)lotti.fi,,
