,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Weele Oy,30.01.2015,
1,Y-tunnus,2670162-2,,
2,Kotipaikka,Lahti,30.01.2015,
3,Yritysmuoto,Osakeyhtiö,30.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.01.2015,,
6,Viimeisin rekisteröintiajankohta,02.12.2022,02.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.01.2015,,
8,Yrityksen tila,Rekisterissä,30.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.06.2020,
11,Yhteystiedot,,08.03.2023,
12,Postiosoite,c/o SuperApp Oy  Lapinlahdenkatu 16  00180  Helsinki  Suomi,,
