,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Veljekset Siukola Oy,08.01.2016,
1,Y-tunnus,2732638-5,,
2,Kotipaikka,Tampere,08.01.2016,
3,Yritysmuoto,Osakeyhtiö,08.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.01.2016,,
6,Lakkaamisajankohta,20.11.2018,20.11.2018,
7,Viimeisin rekisteröintiajankohta,20.11.2018,20.11.2018,
8,Yrityksen tiedot järjestelmässä alkaen,08.01.2016,,
9,Yrityksen tila,Lakannut,20.11.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
