,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Subtio Oy,02.02.2016,
1,Y-tunnus,2739438-8,,
2,Kotipaikka,Tampere,02.02.2016,
3,Yritysmuoto,Osakeyhtiö,02.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.02.2016,,
6,Lakkaamisajankohta,02.04.2019,02.04.2019,
7,Viimeisin rekisteröintiajankohta,02.04.2019,02.04.2019,
8,Yrityksen tiedot järjestelmässä alkaen,02.02.2016,,
9,Yrityksen tila,Lakannut,02.04.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
