,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Harto Kittilä Oy,01.08.2017,
1,Y-tunnus,2701147-1,,
2,Kotipaikka,Pyhäjoki,01.10.2015,
3,Yritysmuoto,Osakeyhtiö,01.08.2017,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.10.2015,,
6,Viimeisin rekisteröintiajankohta,03.12.2022,03.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.10.2015,,
8,Yrityksen tila,Rekisterissä,01.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.06.2020,
11,Yhteystiedot,,17.07.2015,
12,Postiosoite,Silvolantie 84  86110  Parhalahti  Suomi,,
13,Käyntiosoite,Silvolantie 84  86110  Parhalahti  Suomi,,
