,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Noonia Oy,22.01.2015,
1,Y-tunnus,2665627-8,,
2,Kotipaikka,Oulu,22.01.2015,
3,Yritysmuoto,Osakeyhtiö,22.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.01.2015,,
6,Lakkaamisajankohta,10.05.2017,10.05.2017,
7,Viimeisin rekisteröintiajankohta,10.05.2017,10.05.2017,
8,Yrityksen tiedot järjestelmässä alkaen,22.01.2015,,
9,Yrityksen tila,Lakannut,10.05.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
