,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,LaLaTe Oy,26.06.2015,
1,Y-tunnus,2695260-8,,
2,Kotipaikka,Lahti,26.06.2015,
3,Yritysmuoto,Osakeyhtiö,26.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.06.2015,,
6,Lakkaamisajankohta,18.02.2020,18.02.2020,
7,Viimeisin rekisteröintiajankohta,22.07.2020,22.07.2020,
8,Yrityksen tiedot järjestelmässä alkaen,26.06.2015,,
9,Yrityksen tila,Lakannut,18.02.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
