,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sagaboost Oy,08.06.2015,
1,Y-tunnus,2694650-7,,
2,Kotipaikka,Tampere,08.06.2015,
3,Yritysmuoto,Osakeyhtiö,08.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.06.2015,,
6,Lakkaamisajankohta,31.03.2023,31.03.2023,
7,Viimeisin rekisteröintiajankohta,31.03.2023,31.03.2023,
8,Yrityksen tiedot järjestelmässä alkaen,08.06.2015,,
9,Yrityksen tila,Lakannut,31.03.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
