,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Highlander Nordic Oy,15.12.2015,
1,Y-tunnus,2728368-8,,
2,Kotipaikka,Ylöjärvi,15.12.2015,
3,Yritysmuoto,Osakeyhtiö,15.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.12.2015,,
6,Lakkaamisajankohta,07.06.2018,07.06.2018,
7,Viimeisin rekisteröintiajankohta,31.08.2018,31.08.2018,
8,Yrityksen tiedot järjestelmässä alkaen,15.12.2015,,
9,Yrityksen tila,Lakannut,07.06.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
