,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ikkuna ja Uksi Oy,05.02.2015,
1,Y-tunnus,2668957-1,,
2,Kotipaikka,Rovaniemi,05.02.2015,
3,Yritysmuoto,Osakeyhtiö,05.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.02.2015,,
6,Lakkaamisajankohta,03.05.2018,03.05.2018,
7,Viimeisin rekisteröintiajankohta,03.05.2018,03.05.2018,
8,Yrityksen tiedot järjestelmässä alkaen,05.02.2015,,
9,Yrityksen tila,Lakannut,03.05.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
