,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistöyhtiö Kukkonen Oy,01.01.2016,
1,Y-tunnus,2698148-4,,
2,Kotipaikka,Helsinki,01.01.2016,
3,Yritysmuoto,Osakeyhtiö,01.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.01.2016,,
6,Viimeisin rekisteröintiajankohta,27.02.2023,27.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.01.2016,,
8,Yrityksen tila,Rekisterissä,01.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.11.2019,
11,Yhteystiedot,,12.12.2016,
12,Postiosoite,c/o Jukka Kukkonen  Jutaksentie 4  06830  Kulloonkylä  Suomi,,
13,Käyntiosoite,c/o Jukka Kukkonen  Jutaksentie 4  06830  Kulloonkylä  Suomi,,
14,Puhelin,+358400704668,,
15,Sähköposti,jukka(a)kukkoset.fi,,
