,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Future Sky Oy,03.09.2015,
1,Y-tunnus,2705902-9,,
2,Kotipaikka,Vihti,03.09.2015,
3,Yritysmuoto,Osakeyhtiö,03.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.09.2015,,
6,Viimeisin rekisteröintiajankohta,18.08.2022,18.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.09.2015,,
8,Yrityksen tila,Rekisterissä,03.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.11.2020,
11,Yhteystiedot,,08.11.2020,
12,Postiosoite,c/o markku roschier  Viertäjäntie 16  03100  Nummela  Suomi,,
13,Käyntiosoite,Siltasalmentie 450  70900  Toivala  Suomi,,
14,Puhelin,+358407029375,,
15,Sähköposti,markku.roschier(a)elisanet.fi,,
