,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,J.M. Coolfoods Oy,31.03.2015,
1,Y-tunnus,2681548-6,,
2,Kotipaikka,Tornio,31.03.2015,
3,Yritysmuoto,Osakeyhtiö,31.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.03.2015,,
6,Viimeisin rekisteröintiajankohta,29.12.2022,29.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.03.2015,,
8,Yrityksen tila,Rekisterissä,31.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.04.2020,
11,Yhteystiedot,,31.10.2018,
12,Postiosoite,Koulutie 10  95500  Tornio  Suomi,,
13,Käyntiosoite,Koulutie 10  95500  Tornio  Suomi,,
14,Puhelin,"0400195957, 0400195957",,
15,Sähköposti,jussi.maenalanen(a)gmail.fi,,
