,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Helsingin Laatta & Laattatyö Oy,05.08.2015,
1,Y-tunnus,2700972-6,,
2,Kotipaikka,Hämeenlinna,05.08.2015,
3,Yritysmuoto,Osakeyhtiö,05.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.08.2015,,
6,Lakkaamisajankohta,17.01.2020,17.01.2020,
7,Viimeisin rekisteröintiajankohta,17.01.2020,17.01.2020,
8,Yrityksen tiedot järjestelmässä alkaen,05.08.2015,,
9,Yrityksen tila,Lakannut,17.01.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
