,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suvilahti Unit Oy,11.01.2016,
1,Y-tunnus,2734401-4,,
2,Kotipaikka,Helsinki,11.01.2016,
3,Yritysmuoto,Osakeyhtiö,11.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.01.2016,,
6,Lakkaamisajankohta,18.06.2019,18.06.2019,
7,Viimeisin rekisteröintiajankohta,18.06.2019,18.06.2019,
8,Yrityksen tiedot järjestelmässä alkaen,11.01.2016,,
9,Yrityksen tila,Lakannut,18.06.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
