,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sparkbite Oy,19.03.2015,
1,Y-tunnus,2679346-7,,
2,Kotipaikka,Espoo,19.03.2015,
3,Yritysmuoto,Osakeyhtiö,19.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.03.2015,,
6,Viimeisin rekisteröintiajankohta,26.06.2020,26.06.2020,
7,Yrityksen tiedot järjestelmässä alkaen,19.03.2015,,
8,Yrityksen tila,Rekisterissä,19.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.06.2020,
11,Yhteystiedot,,07.01.2020,
12,Postiosoite,c/o Toni Kärkkäinen  Oikotie 10 A  03300  Otalampi  Suomi,,
13,Puhelin,0407116090,,
14,Sähköposti,tuki(a)sparklog.fi,,
15,Www,http://www.sparklog.fi,,
