,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Oulun Hiltusentie 30,23.06.2015,
1,Y-tunnus,2692596-8,,
2,Kotipaikka,Oulu,23.06.2015,
3,Yritysmuoto,Osakeyhtiö,23.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.06.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.06.2015,,
8,Yrityksen tila,Rekisterissä,23.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,25.05.2015,
12,Postiosoite,c/o Sakari Kaakinen  Vehkakankaantie 52  90310  Oulu  Suomi,,
13,Puhelin,0400 231064,,
14,Sähköposti,sakari.kaakinen(a)gmail.com,,
