,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Auto Pyhäjoelta Oy,31.08.2015,
1,Y-tunnus,2706276-2,,
2,Kotipaikka,Pyhäjoki,31.08.2015,
3,Yritysmuoto,Osakeyhtiö,31.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.08.2015,,
6,Lakkaamisajankohta,21.10.2019,21.10.2019,
7,Viimeisin rekisteröintiajankohta,21.02.2020,21.02.2020,
8,Yrityksen tiedot järjestelmässä alkaen,31.08.2015,,
9,Yrityksen tila,Lakannut,21.10.2019,
10,Yrityksen tilanne,Selvitystilassa,18.03.2019,
11,Yrityksellä on yrityskiinnityksiä,Ei,,
