,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Trendy Italy Oy,16.07.2015,
1,Y-tunnus,2699614-1,,
2,Kotipaikka,Lappeenranta,16.07.2015,
3,Yritysmuoto,Osakeyhtiö,16.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.07.2015,,
6,Lakkaamisajankohta,08.06.2021,08.06.2021,
7,Viimeisin rekisteröintiajankohta,08.06.2021,08.06.2021,
8,Yrityksen tiedot järjestelmässä alkaen,16.07.2015,,
9,Yrityksen tila,Lakannut,08.06.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
