,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PST Pirkanmaan Saneeraustekniikka Oy,03.02.2016,
1,Y-tunnus,2738757-5,,
2,Kotipaikka,Tampere,03.02.2016,
3,Yritysmuoto,Osakeyhtiö,03.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.02.2016,,
6,Lakkaamisajankohta,18.05.2021,18.05.2021,
7,Viimeisin rekisteröintiajankohta,18.05.2021,18.05.2021,
8,Yrityksen tiedot järjestelmässä alkaen,03.02.2016,,
9,Yrityksen tila,Lakannut,18.05.2021,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
