,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Granin Optiikka Oy,07.05.2015,
1,Y-tunnus,2687097-9,,
2,Kotipaikka,Kauniainen,07.05.2015,
3,Yritysmuoto,Osakeyhtiö,07.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.05.2015,,
6,Viimeisin rekisteröintiajankohta,12.01.2023,12.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,07.05.2015,,
8,Yrityksen tila,Rekisterissä,07.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,20.04.2015,
12,Postiosoite,Kauniaistentie 7  02700  Kauniainen  Suomi,,
13,Puhelin,0414696070,,
14,Sähköposti,jukka.miettinen(a)instru.fi,,
