,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Darra Nest Oy,19.08.2015,
1,Y-tunnus,2702609-1,,
2,Kotipaikka,Vantaa,19.08.2015,
3,Yritysmuoto,Osakeyhtiö,19.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.08.2015,,
6,Lakkaamisajankohta,28.12.2017,28.12.2017,
7,Viimeisin rekisteröintiajankohta,28.12.2017,28.12.2017,
8,Yrityksen tiedot järjestelmässä alkaen,19.08.2015,,
9,Yrityksen tila,Lakannut,28.12.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
