,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sonik Entertainment Group OY,14.08.2015,
1,Y-tunnus,2702826-5,,
2,Kotipaikka,Turku,14.08.2015,
3,Yritysmuoto,Osakeyhtiö,14.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.08.2015,,
6,Lakkaamisajankohta,06.11.2017,06.11.2017,
7,Viimeisin rekisteröintiajankohta,05.01.2018,05.01.2018,
8,Yrityksen tiedot järjestelmässä alkaen,14.08.2015,,
9,Yrityksen tila,Lakannut,06.11.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
