,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PK-PAKKAUS OY,03.03.2015,
1,Y-tunnus,2676481-8,,
2,Kotipaikka,Pori,03.03.2015,
3,Yritysmuoto,Osakeyhtiö,03.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.03.2015,,
6,Viimeisin rekisteröintiajankohta,12.08.2022,12.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.03.2015,,
8,Yrityksen tila,Rekisterissä,03.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.07.2020,
11,Yhteystiedot,,17.02.2015,
12,Postiosoite,Hiirihaukantie 14  28220  Pori  Suomi,,
13,Puhelin,0400 791 230,,
14,Sähköposti,pasi.kuivakoski(a)dnainternet.net,,
