,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Outokumpu Chrome Holding Oy,31.08.2015,
1,Y-tunnus,2680748-6,,
2,Kotipaikka,Espoo,31.08.2015,
3,Yritysmuoto,Osakeyhtiö,31.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.08.2015,,
6,Lakkaamisajankohta,31.12.2017,31.12.2017,
7,Viimeisin rekisteröintiajankohta,02.06.2018,02.06.2018,
8,Yrityksen tiedot järjestelmässä alkaen,31.08.2015,,
9,Yrityksen tila,Lakannut,31.12.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
