,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sutiva Oy,24.08.2015,
1,Y-tunnus,2703636-1,,
2,Kotipaikka,Vantaa,07.02.2017,
3,Yritysmuoto,Osakeyhtiö,24.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.08.2015,,
6,Lakkaamisajankohta,02.08.2019,02.08.2019,
7,Viimeisin rekisteröintiajankohta,02.08.2019,02.08.2019,
8,Yrityksen tiedot järjestelmässä alkaen,24.08.2015,,
9,Yrityksen tila,Lakannut,02.08.2019,
10,Yrityksen tilanne,Selvitystilassa,07.03.2019,
11,Yrityksellä on yrityskiinnityksiä,Ei,,
