,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KS-Rakenne Oy,02.06.2015,
1,Y-tunnus,2678282-1,,
2,Kotipaikka,Laitila,02.06.2015,
3,Yritysmuoto,Osakeyhtiö,04.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.03.2015,,
6,Viimeisin rekisteröintiajankohta,29.04.2022,29.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.03.2015,,
8,Yrityksen tila,Rekisterissä,04.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.06.2020,
11,Yhteystiedot,,17.05.2020,
12,Postiosoite,c/o Esa Sillantaka  Eurantie 257 B  23800  Laitila  Suomi,,
13,Puhelin,"02-855409, 0400-796185",,
14,Sähköposti,pirkko.sillantaka(a)lailanet.fi,,
