,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,OSG Adaptive Oy,29.03.2016,
1,Y-tunnus,2684638-9,,
2,Kotipaikka,Turku,29.04.2015,
3,Yritysmuoto,Osakeyhtiö,29.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.04.2015,,
6,Lakkaamisajankohta,30.11.2017,30.11.2017,
7,Viimeisin rekisteröintiajankohta,30.11.2017,30.11.2017,
8,Yrityksen tiedot järjestelmässä alkaen,29.04.2015,,
9,Yrityksen tila,Lakannut,30.11.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
