,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,1357 Eija Turunen Oy,08.04.2015,
1,Y-tunnus,2682714-5,,
2,Kotipaikka,Hollola,08.04.2015,
3,Yritysmuoto,Osakeyhtiö,08.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.04.2015,,
6,Lakkaamisajankohta,21.10.2021,21.10.2021,
7,Viimeisin rekisteröintiajankohta,21.10.2021,21.10.2021,
8,Yrityksen tiedot järjestelmässä alkaen,08.04.2015,,
9,Yrityksen tila,Lakannut,21.10.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
