,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PRINSSIMAKU OY,03.07.2015,
1,Y-tunnus,2696736-7,,
2,Kotipaikka,Turku,03.07.2015,
3,Yritysmuoto,Osakeyhtiö,03.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.07.2015,,
6,Viimeisin rekisteröintiajankohta,02.03.2023,02.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.07.2015,,
8,Yrityksen tila,Rekisterissä,03.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.11.2019,
11,Yhteystiedot,,18.06.2018,
12,Postiosoite,c/o Nina Maria Laine  PL 15  21101  Naantali  Suomi,,
