,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PTB-Invest Oy,19.08.2015,
1,Y-tunnus,2704392-4,,
2,Kotipaikka,Helsinki,19.08.2015,
3,Yritysmuoto,Osakeyhtiö,19.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.08.2015,,
6,Viimeisin rekisteröintiajankohta,15.03.2023,15.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,19.08.2015,,
8,Yrityksen tila,Rekisterissä,19.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2023,
11,Yhteystiedot,,28.05.2018,
12,Postiosoite,Ristihaantie 9 P 35  02750  Espoo  Suomi,,
13,Käyntiosoite,Ristihaantie 9 P 25  02750  Espoo  Suomi,,
14,Puhelin,"0405235310, 0405235310",,
15,Sähköposti,teemu.moisio(a)ptbinvest.fi,,
