,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Housebook Innovations Oy,06.04.2016,
1,Y-tunnus,2698857-1,,
2,Kotipaikka,Oulu,14.07.2015,
3,Yritysmuoto,Osakeyhtiö,14.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.07.2015,,
6,Lakkaamisajankohta,11.04.2019,11.04.2019,
7,Viimeisin rekisteröintiajankohta,11.05.2019,11.05.2019,
8,Yrityksen tiedot järjestelmässä alkaen,14.07.2015,,
9,Yrityksen tila,Lakannut,11.04.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
