,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Marwe Sports Oy,15.01.2016,
1,Y-tunnus,2734167-3,,
2,Kotipaikka,Hyvinkää,15.01.2016,
3,Yritysmuoto,Osakeyhtiö,15.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.01.2016,,
6,Lakkaamisajankohta,01.08.2020,01.08.2020,
7,Viimeisin rekisteröintiajankohta,01.08.2020,01.08.2020,
8,Yrityksen tiedot järjestelmässä alkaen,15.01.2016,,
9,Yrityksen tila,Lakannut,01.08.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
