,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Eetunaukio Oy,03.02.2016,
1,Y-tunnus,2735985-7,,
2,Kotipaikka,Pori,03.02.2016,
3,Yritysmuoto,Osakeyhtiö,03.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.02.2016,,
6,Viimeisin rekisteröintiajankohta,16.05.2023,16.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.02.2016,,
8,Yrityksen tila,Rekisterissä,03.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,09.09.2018,
12,Postiosoite,c/o Jyrki Palojärvi  Leikkaajankatu 7  28100  Pori  Suomi,,
13,Käyntiosoite,Itäpuisto 1111  28100  Pori  Suomi,,
14,Puhelin,0505631784,,
15,Sähköposti,jyrki.palojarvi(a)gmail.com,,
