,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maaherra Kiinteistöt Oy,20.04.2015,
1,Y-tunnus,2685254-3,,
2,Kotipaikka,Hämeenlinna,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Viimeisin rekisteröintiajankohta,30.04.2022,30.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
8,Yrityksen tila,Rekisterissä,20.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.08.2019,
11,Yhteystiedot,,08.04.2015,
12,Postiosoite,Vanhankaupunginkatu 13 as. 3  13100  Hämeenlinna  Suomi,,
13,Puhelin,0401897208,,
