,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MediaPumppu Oy,30.01.2015,
1,Y-tunnus,2664806-7,,
2,Kotipaikka,Espoo,30.01.2015,
3,Yritysmuoto,Osakeyhtiö,30.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.01.2015,,
6,Viimeisin rekisteröintiajankohta,03.08.2022,03.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.01.2015,,
8,Yrityksen tila,Rekisterissä,30.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,09.01.2015,
12,Postiosoite,Kukkumäenrinne 5 B 4  02280  Espoo  Suomi,,
13,Käyntiosoite,Kukkumäenrinne 5 B 4  02280  Espoo  Suomi,,
14,Puhelin,050 3811 860,,
15,Sähköposti,jarno.toivonen(a)gmail.com,,
