,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MML-Rent Oy,13.04.2015,
1,Y-tunnus,2684313-7,,
2,Kotipaikka,Vaasa,13.04.2015,
3,Yritysmuoto,Osakeyhtiö,13.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.04.2015,,
6,Lakkaamisajankohta,31.05.2017,31.05.2017,
7,Viimeisin rekisteröintiajankohta,15.12.2017,15.12.2017,
8,Yrityksen tiedot järjestelmässä alkaen,13.04.2015,,
9,Yrityksen tila,Lakannut,31.05.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
