,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kivanium Oy,03.03.2015,
1,Y-tunnus,2676643-4,,
2,Kotipaikka,Helsinki,03.03.2015,
3,Yritysmuoto,Osakeyhtiö,03.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.03.2015,,
6,Lakkaamisajankohta,12.10.2020,12.10.2020,
7,Viimeisin rekisteröintiajankohta,02.12.2020,02.12.2020,
8,Yrityksen tiedot järjestelmässä alkaen,03.03.2015,,
9,Yrityksen tila,Lakannut,12.10.2020,
10,Yrityksen tilanne,Selvitystilassa,02.12.2020,
11,Yrityksellä on yrityskiinnityksiä,Ei,,
