,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Scandinavian Logistic Path (SLP) Oy,17.06.2015,
1,Y-tunnus,2694799-9,,
2,Kotipaikka,Helsinki,10.02.2017,
3,Yritysmuoto,Osakeyhtiö,17.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.06.2015,,
6,Lakkaamisajankohta,09.05.2022,09.05.2022,
7,Viimeisin rekisteröintiajankohta,09.05.2022,09.05.2022,
8,Yrityksen tiedot järjestelmässä alkaen,17.06.2015,,
9,Yrityksen tila,Lakannut,09.05.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
