,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RK-Kiinteistöpalvelu Oy,12.12.2022,
1,Y-tunnus,2718810-3,,
2,Kotipaikka,Parainen,01.01.2016,
3,Yritysmuoto,Osakeyhtiö,01.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.01.2016,,
6,Viimeisin rekisteröintiajankohta,03.04.2023,03.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.01.2016,,
8,Yrityksen tila,Rekisterissä,12.12.2022,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,03.03.2023,
12,Postiosoite,Tennbyntie 37-39 D 4  21600  Parainen  Suomi,,
13,Puhelin,04573429242,,
14,Sähköposti,postsandvik(a)gmail.com,,
