,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Espoon Koskelontie 27 B,09.06.2015,
1,Y-tunnus,2693419-4,,
2,Kotipaikka,Espoo,09.06.2015,
3,Yritysmuoto,Osakeyhtiö,09.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.06.2015,,
6,Lakkaamisajankohta,30.09.2018,30.09.2018,
7,Viimeisin rekisteröintiajankohta,30.09.2018,30.09.2018,
8,Yrityksen tiedot järjestelmässä alkaen,09.06.2015,,
9,Yrityksen tila,Lakannut,30.09.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
