,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PTM Kiinteistöt Oy,03.07.2020,
1,Y-tunnus,2726781-3,,
2,Kotipaikka,Helsinki,15.12.2015,
3,Yritysmuoto,Osakeyhtiö,15.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.12.2015,,
6,Lakkaamisajankohta,31.12.2022,31.12.2022,
7,Viimeisin rekisteröintiajankohta,08.03.2023,08.03.2023,
8,Yrityksen tiedot järjestelmässä alkaen,15.12.2015,,
9,Yrityksen tila,Lakannut,31.12.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
