,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sopracon Oy,01.10.2015,
1,Y-tunnus,2714872-6,,
2,Kotipaikka,Espoo,01.10.2015,
3,Yritysmuoto,Osakeyhtiö,01.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.10.2015,,
6,Lakkaamisajankohta,29.12.2016,29.12.2016,
7,Viimeisin rekisteröintiajankohta,29.12.2016,29.12.2016,
8,Yrityksen tiedot järjestelmässä alkaen,01.10.2015,,
9,Yrityksen tila,Lakannut,29.12.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
