,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suonenjoen Kiinteistöhuolto Oy,27.07.2015,
1,Y-tunnus,2701189-3,,
2,Kotipaikka,Oulu,27.07.2015,
3,Yritysmuoto,Osakeyhtiö,27.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.07.2015,,
6,Lakkaamisajankohta,08.02.2022,08.02.2022,
7,Viimeisin rekisteröintiajankohta,16.02.2022,16.02.2022,
8,Yrityksen tiedot järjestelmässä alkaen,27.07.2015,,
9,Yrityksen tila,Lakannut,08.02.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
