,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pirhoi Oy,04.03.2015,
1,Y-tunnus,2675857-3,,
2,Kotipaikka,Kuopio,04.03.2015,
3,Yritysmuoto,Osakeyhtiö,04.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.03.2015,,
6,Viimeisin rekisteröintiajankohta,09.11.2022,09.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.03.2015,,
8,Yrityksen tila,Rekisterissä,04.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.12.2019,
11,Yhteystiedot,,21.11.2021,
12,Postiosoite,c/o Satu Pirhonen  Myhinpääntie 1320a  77770  Myhinpää  Suomi,,
13,Käyntiosoite,c/o Satu Pirhonen  Myhinpääntie 1320a  77770  Myhinpää  Suomi,,
