,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Karelia Kone Oy,07.04.2015,
1,Y-tunnus,2681588-1,,
2,Kotipaikka,Joensuu,07.04.2015,
3,Yritysmuoto,Osakeyhtiö,07.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.04.2015,,
6,Lakkaamisajankohta,04.03.2022,04.03.2022,
7,Viimeisin rekisteröintiajankohta,04.03.2022,04.03.2022,
8,Yrityksen tiedot järjestelmässä alkaen,07.04.2015,,
9,Yrityksen tila,Lakannut,04.03.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
