,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Foto Nerds Oy,11.08.2015,
1,Y-tunnus,2701840-3,,
2,Kotipaikka,Joensuu,11.08.2015,
3,Yritysmuoto,Osakeyhtiö,11.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.08.2015,,
6,Viimeisin rekisteröintiajankohta,30.10.2022,30.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.08.2015,,
8,Yrityksen tila,Rekisterissä,11.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.10.2022,
11,Yhteystiedot,,10.06.2021,
12,Postiosoite,Mutasenkuja 18 E 24  80160  Joensuu  Suomi,,
13,Sähköposti,koskilkka(a)gmail.com,,
