,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuljetus Ristiin Rastiin Oy,18.02.2015,
1,Y-tunnus,2672942-2,,
2,Kotipaikka,Turku,18.02.2015,
3,Yritysmuoto,Osakeyhtiö,18.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.02.2015,,
6,Viimeisin rekisteröintiajankohta,06.10.2022,06.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.02.2015,,
8,Yrityksen tila,Rekisterissä,18.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,12.02.2020,
12,Postiosoite,Koivutie 22  21290  Rusko  Suomi,,
13,Käyntiosoite,Koivutie 22  21290  Rusko  Suomi,,
14,Puhelin,"0504059863, 0504059863",,
15,Sähköposti,j.a.huovinen(a)gmail.com,,
