,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Proverhot Oy,21.05.2015,
1,Y-tunnus,2691180-6,,
2,Kotipaikka,Mikkeli,21.05.2015,
3,Yritysmuoto,Osakeyhtiö,21.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.05.2015,,
6,Lakkaamisajankohta,13.11.2017,13.11.2017,
7,Viimeisin rekisteröintiajankohta,26.01.2018,26.01.2018,
8,Yrityksen tiedot järjestelmässä alkaen,21.05.2015,,
9,Yrityksen tila,Lakannut,13.11.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
