,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Reposaaren Sähkö ja Automaatio Oy,27.08.2015,
1,Y-tunnus,2706041-7,,
2,Kotipaikka,Pori,27.08.2015,
3,Yritysmuoto,Osakeyhtiö,27.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.08.2015,,
6,Lakkaamisajankohta,02.03.2022,02.03.2022,
7,Viimeisin rekisteröintiajankohta,02.03.2022,02.03.2022,
8,Yrityksen tiedot järjestelmässä alkaen,27.08.2015,,
9,Yrityksen tila,Lakannut,02.03.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
