,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,HannaH Agency Oy,07.12.2015,
1,Y-tunnus,2728136-7,,
2,Kotipaikka,Espoo,07.12.2015,
3,Yritysmuoto,Osakeyhtiö,07.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.12.2015,,
6,Viimeisin rekisteröintiajankohta,16.05.2023,16.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,07.12.2015,,
8,Yrityksen tila,Rekisterissä,07.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.07.2020,
11,Yhteystiedot,,05.08.2022,
12,Postiosoite,Santapellonkuja 6 A 2  02780  Espoo  Suomi,,
13,Käyntiosoite,Itälahdenkatu 18 C  00210  Helsinki  Suomi,,
14,Puhelin,+358445764911,,
15,Sähköposti,hanna.suursalmi(a)gmail.com,,
