,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Suoraman Helmi,20.10.2015,
1,Y-tunnus,2715081-8,,
2,Kotipaikka,Helsinki,20.10.2015,
3,Yritysmuoto,Osakeyhtiö,20.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.10.2015,,
6,Lakkaamisajankohta,30.04.2017,30.04.2017,
7,Viimeisin rekisteröintiajankohta,08.01.2018,08.01.2018,
8,Yrityksen tiedot järjestelmässä alkaen,20.10.2015,,
9,Yrityksen tila,Lakannut,30.04.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
