,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Uudenmaan pienkonevuokraus Oy,01.09.2015,
1,Y-tunnus,2706693-1,,
2,Kotipaikka,Sipoo,01.09.2015,
3,Yritysmuoto,Osakeyhtiö,01.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.09.2015,,
6,Lakkaamisajankohta,10.01.2022,10.01.2022,
7,Viimeisin rekisteröintiajankohta,10.01.2022,10.01.2022,
8,Yrityksen tiedot järjestelmässä alkaen,01.09.2015,,
9,Yrityksen tila,Lakannut,10.01.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
