,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oiva Osuus Oy,09.03.2015,
1,Y-tunnus,2678450-1,,
2,Kotipaikka,Salo,09.03.2015,
3,Yritysmuoto,Osakeyhtiö,09.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.03.2015,,
6,Viimeisin rekisteröintiajankohta,23.03.2023,23.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,09.03.2015,,
8,Yrityksen tila,Rekisterissä,09.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.06.2020,
11,Yhteystiedot,,25.02.2015,
12,Postiosoite,Pääristenkaari 30  25520  Perniö As  Suomi,,
13,Käyntiosoite,Pääristenkaari 30  25520  Perniö As  Suomi,,
14,Puhelin,"0500 121 252, 0500 121 252",,
15,Sähköposti,timo.korpinen(a)gmail.com,,
