,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Bansku Oy,01.08.2016,
1,Y-tunnus,2666598-3,,
2,Kotipaikka,Helsinki,01.08.2016,
3,Yritysmuoto,Osakeyhtiö,01.08.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.02.2015,,
6,Viimeisin rekisteröintiajankohta,30.04.2022,30.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.02.2015,,
8,Yrityksen tila,Rekisterissä,26.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,21.07.2016,
12,Postiosoite,Mäkikatu 6 A 24  70110  Kuopio  Suomi,,
