,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Aitta Deli&Dine Oy,12.06.2015,
1,Y-tunnus,2691930-6,,
2,Kotipaikka,Rovaniemi,12.06.2015,
3,Yritysmuoto,Osakeyhtiö,12.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.06.2015,,
6,Lakkaamisajankohta,20.11.2018,20.11.2018,
7,Viimeisin rekisteröintiajankohta,20.11.2018,20.11.2018,
8,Yrityksen tiedot järjestelmässä alkaen,12.06.2015,,
9,Yrityksen tila,Lakannut,20.11.2018,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
