,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Koneurakointi Moto Harri Oy,26.10.2015,
1,Y-tunnus,2718004-8,,
2,Kotipaikka,Pornainen,26.10.2015,
3,Yritysmuoto,Osakeyhtiö,26.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.10.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.10.2015,,
8,Yrityksen tila,Rekisterissä,26.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,15.10.2015,
12,Postiosoite,Lahantie 8  07170  Pornainen  Suomi,,
13,Käyntiosoite,Lahantie 8  07170  Pornainen  Suomi,,
14,Puhelin,0407022172,,
15,Sähköposti,Harrihuuhtanen(a)hotmail.com,,
