,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sisustus ja Lahja AURORA OY,20.04.2015,
1,Y-tunnus,2684910-9,,
2,Kotipaikka,Kajaani,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Viimeisin rekisteröintiajankohta,02.06.2022,02.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
8,Yrityksen tila,Rekisterissä,20.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.04.2020,
11,Yhteystiedot,,24.04.2020,
12,Postiosoite,Kukkulantie 9 A  88380  Mieslahti  Suomi,,
13,Käyntiosoite,Kukkulantie 9 A  88380  Mieslahti  Suomi,,
14,Puhelin,0407194688,,
15,Sähköposti,satu.puoskari(a)gmail.com,,
